Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
P.K. Subban\subbapk01,27,NSH,D,66,10,30,40,-8,44,6.1,7,3,0,2,16,13,1,142,1611,24:24:00,104,78,0,0
Oskar Sundqvist\sundqos01,22,PIT,C,10,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,9,92,9:10,2,13,16,28
Andrej Sustr\sustran01,26,TBL,D,80,3,11,14,-10,43,2.5,3,0,0,1,11,0,0,93,1407,17:35,102,45,0,1
Ryan Suter\suterry01,32,MIN,D,82,9,31,40,34,36,9.3,4,4,1,1,22,8,1,164,2208,26:55:00,105,72,0,0
Brandon Sutter\suttebr03,27,VAN,C,81,17,17,34,-20,12,2.7,13,4,0,1,13,4,0,160,1523,18:48,53,78,788,664
Evgeny Svechnikov\svechev01,20,DET,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,13:09,1,2,0,0
Brandon Tanev\tanevbr01,25,WPG,LW,51,2,2,4,-6,26,-0.6,2,0,0,1,2,0,0,54,545,10:41,31,128,1,0
Chris Tanev\tanevch01,27,VAN,D,53,2,8,10,3,14,3.1,2,0,0,1,8,0,0,39,1078,20:21,91,19,0,0
Vladimir Tarasenko\tarasvl01,25,STL,RW,82,39,36,75,-1,12,10.2,30,9,0,8,23,13,0,286,1515,18:28,31,50,5,5
Tomas Tatar\tatarto01,26,DET,LW,82,25,21,46,-8,26,5.4,20,5,0,5,18,3,0,166,1417,17:17,24,92,8,5
John Tavares\tavarjo01,26,NYI,C,77,28,38,66,4,38,7.8,20,7,1,3,26,11,1,260,1572,20:25,20,42,824,804
Matt Tennyson\tennyma01,26,CAR,D,45,0,6,6,-13,6,0.3,0,0,0,0,6,0,0,36,598,13:17,48,65,0,0
Teuvo Teravainen\teravte01,22,CAR,LW,81,15,27,42,-6,16,4.1,10,5,0,2,17,10,0,169,1315,16:14,33,27,193,220
Chris Terry\terrych01,27,MTL,LW,14,2,2,4,-1,4,0.4,2,0,0,0,2,0,0,15,138,9:53,1,10,1,1
Shea Theodore\theodsh01,21,ANA,D,34,2,7,9,-6,28,1.4,1,1,0,1,5,1,1,60,589,17:19,30,14,0,0
Nate Thompson\thompna01,32,ANA,C,30,1,1,2,4,14,0,1,0,0,0,1,0,0,19,312,10:23,9,69,130,115
Paul Thompson\thomppa02,28,FLA,RW,21,0,3,3,-4,22,-0.1,0,0,0,0,3,0,0,19,166,7:54,16,48,0,1
Ben Thomson\thomsbe01,24,NJD,LW,3,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,7,33,10:53,1,7,0,1
Chris Thorburn\thorbch01,33,WPG,RW,64,3,1,4,-7,95,-0.4,2,0,1,0,1,0,0,36,446,6:59,25,90,13,13
Joe Thornton\thornjo01,37,SJS,C,79,7,43,50,7,51,4.3,6,1,0,0,25,18,0,81,1427,18:04,31,52,374,362
Shawn Thornton\thornsh01,39,FLA,LW,50,2,2,4,-7,67,-0.2,2,0,0,0,2,0,0,42,384,7:41,8,52,5,10
Chris Tierney\tiernch01,22,SJS,C,80,11,12,23,0,6,1.9,9,1,1,2,11,0,1,90,1168,14:36,44,50,399,424
Matthew Tkachuk\tkachma01,19,CGY,LW,76,13,35,48,14,105,5.4,10,3,0,2,25,10,0,142,1114,14:40,22,65,8,15
Jonathan Toews\toewsjo01,28,CHI,C,72,21,37,58,7,35,6.3,15,6,0,5,26,11,0,199,1451,20:09,32,43,852,700
Tyler Toffoli\toffoty01,24,LAK,C,63,16,18,34,6,22,4.4,12,4,0,2,14,3,1,165,1045,16:35,4,54,2,3
Sergey Tolchinsky\tolchse01,21,CAR,LW,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,23,11:29,0,0,0,0
Jordin Tootoo\tootojo01,33,CHI,RW,50,2,1,3,-6,28,-0.3,2,0,0,0,1,0,0,43,337,6:45,8,52,1,0
Vincent Trocheck\trochvi01,23,FLA,C,82,23,31,54,-13,43,5.5,21,2,0,2,20,10,1,230,1708,20:50,51,164,835,829
Corey Tropp\troppco01,27,ANA,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,9,9:28,0,2,0,0
Jacob Trouba\troubja01,22,WPG,D,60,8,25,33,4,54,5.2,6,2,0,1,22,2,1,154,1498,24:58:00,118,107,0,0
Nikita Tryamkin\tryamni01,22,VAN,D,66,2,7,9,-7,64,2.2,2,0,0,0,7,0,0,65,1105,16:44,87,145,0,0
Alex Tuch\tuchal01,20,MIN,RW,6,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,8,64,10:42,7,5,0,0
Kyle Turris\turriky01,27,OTT,C,78,27,28,55,-3,47,6.5,21,6,0,6,17,11,0,185,1521,19:30,61,21,650,575
T.J. Tynan\tynant.01,24,CBJ,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,22,7:29,1,1,0,0
Fedor Tyutin\tyutife01,33,COL,D,69,1,12,13,-25,38,1.2,1,0,0,0,12,0,0,46,1307,18:56,90,116,0,0
Scottie Upshall\upshasc01,33,STL,RW,73,10,8,18,-1,45,1.8,8,0,2,1,8,0,0,85,802,10:59,21,99,3,9
James van Riemsdyk\vanrija01,27,TOR,LW,82,29,33,62,-2,37,7.7,23,6,0,5,20,13,0,238,1303,15:53,29,62,1,4
Trevor van Riemsdyk\vanritr01,25,CHI,D,58,5,11,16,17,29,4.3,5,0,0,2,11,0,0,73,1068,18:25,100,22,0,0
Chris VandeVelde\vandech01,29,PHI,C,81,6,9,15,-5,16,0.7,6,0,0,0,9,0,0,69,936,11:34,60,114,24,20
Thomas Vanek\vanekth01,33,TOT,LW,68,17,31,48,-5,22,5.5,12,5,0,2,23,8,0,133,979,14:24,5,29,6,9
Phil Varone\varonph01,26,OTT,C,7,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,1,56,7:59,1,3,15,12
Sami Vatanen\vatansa01,25,ANA,D,71,3,21,24,3,30,4.9,1,2,0,0,9,12,0,117,1538,21:40,128,75,0,0
Frank Vatrano\vatrafr01,22,BOS,C,44,10,8,18,-3,14,2.2,6,4,0,1,7,1,0,116,593,13:29,16,51,2,5
Mike Vecchione\vecchmi01,23,PHI,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,17,8:30,1,1,8,4
Antoine Vermette\vermean01,34,ANA,C,72,9,19,28,-7,42,2,4,5,0,1,13,6,0,88,1145,15:54,45,51,744,451
Joel Vermin\vermijo01,24,TBL,RW,18,0,3,3,2,4,0.1,0,0,0,0,3,0,0,12,197,10:56,7,17,2,1
Kris Versteeg\verstkr01,30,CGY,RW,69,15,22,37,-3,46,3.9,7,8,0,1,14,8,0,136,1016,14:44,28,5,53,49
Jimmy Vesey\veseyji02,23,NYR,LW,80,16,11,27,-13,26,2.2,11,5,0,6,8,3,0,116,1091,13:38,37,64,2,5
Linden Vey\veyli01,25,CGY,RW,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,44,11:01,0,1,9,15
Jake Virtanen\virtaja01,20,VAN,RW,10,0,1,1,1,2,0,0,0,0,0,1,0,0,13,101,10:09,4,17,3,0
Marc-Edouard Vlasic\vlasima01,29,SJS,D,75,6,22,28,4,35,5.8,5,1,0,2,15,6,1,144,1593,21:14,144,18,0,0
Jakub Voracek\voracja01,27,PHI,RW,82,20,41,61,-24,56,5.6,15,5,0,3,23,18,0,253,1565,19:05,22,30,3,11
Jakub Vrana\vranaja01,20,WSH,LW,21,3,3,6,2,2,0.6,0,3,0,2,2,1,0,32,233,11:07,7,6,0,3
Radim Vrbata\vrbatra01,35,ARI,RW,81,20,35,55,-18,16,5.3,16,4,0,4,24,11,0,233,1369,16:54,31,48,17,30
Chris Wagner\wagnech01,25,ANA,C,43,6,1,7,2,6,0.9,6,0,0,0,1,0,0,40,402,9:21,24,112,62,86
Lucas Wallmark\wallmlu01,21,CAR,C,8,0,2,2,1,2,0.1,0,0,0,0,2,0,0,11,87,10:52,3,14,31,27
Joel Ward\wardjo02,36,SJS,RW,78,10,19,29,-2,30,2.2,7,1,2,2,17,2,0,105,1244,15:57,56,61,222,233
David Warsofsky\warsoda01,26,PIT,D,7,0,1,1,-3,6,-0.1,0,0,0,0,1,0,0,14,110,15:44,12,3,0,0
Austin Watson\watsoau01,25,NSH,LW,77,5,12,17,14,99,1.4,5,0,0,0,11,0,1,90,957,12:26,66,143,17,25
Jordan Weal\wealjo01,24,PHI,C,23,8,4,12,5,10,1.9,7,1,0,1,4,0,0,49,329,14:19,8,7,14,14
Shea Weber\webersh01,31,MTL,D,78,17,25,42,20,38,10.1,5,12,0,4,13,10,2,183,1955,25:04:00,157,140,0,0
Yannick Weber\weberya01,28,NSH,D,73,1,7,8,1,25,1.7,1,0,0,1,7,0,0,72,870,11:55,53,72,0,0
MacKenzie Weegar\weegama01,23,FLA,D,3,0,0,0,0,4,0.1,0,0,0,0,0,0,0,3,52,17:27,1,4,0,0
Dale Weise\weiseda01,28,PHI,RW,64,8,7,15,1,39,1.3,7,1,0,2,6,1,0,94,824,12:53,24,135,3,0
Alexander Wennberg\wennbal01,22,CBJ,C,80,13,46,59,9,21,5.9,11,2,0,5,25,21,0,109,1470,18:23,56,58,609,676
Zach Werenski\werenza01,19,CBJ,D,78,11,36,47,17,14,9.1,7,4,0,1,19,17,0,188,1631,20:55,90,41,0,0
Blake Wheeler\wheelbl01,30,WPG,RW,82,26,48,74,6,47,8.2,19,5,2,4,31,16,1,259,1652,20:09,51,100,43,51
Colin White\whiteco02,20,OTT,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,13:43,1,0,7,14
Ryan White\whitery01,28,TOT,C,65,9,7,16,-16,84,0.9,9,0,0,1,7,0,0,60,693,10:39,33,187,39,52
Chris Wideman\widemch01,27,OTT,D,76,5,12,17,7,46,4.2,4,1,0,1,8,4,0,123,1061,13:58,68,68,0,0
Dennis Wideman\widemde01,33,CGY,D,57,5,13,18,-6,32,3.2,3,2,0,1,10,3,0,87,1153,20:14,74,61,0,0
Patrick Wiercioch\wiercpa01,26,COL,D,57,4,8,12,-18,23,1.5,4,0,0,0,8,0,0,63,950,16:40,57,52,1,0
Justin Williams\williju01,35,WSH,RW,80,24,24,48,14,50,6.2,19,5,0,4,19,5,0,167,1238,15:29,41,28,64,53
Colin Wilson\wilsoco01,27,NSH,LW,70,12,23,35,7,18,3.8,6,6,0,0,22,1,0,113,1047,14:57,23,50,16,23
Scott Wilson\wilsosc01,24,PIT,LW,78,8,18,26,0,32,2,8,0,0,1,18,0,0,127,854,10:57,31,167,3,0
Tom Wilson\wilsoto01,22,WSH,RW,82,7,12,19,9,133,1.3,7,0,0,0,12,0,0,95,1060,12:56,44,239,3,7
Tommy Wingels\wingeto01,28,TOT,C,73,7,5,12,-11,27,0.4,7,0,0,2,5,0,0,81,767,10:30,46,125,111,149
Daniel Winnik\winnida01,31,WSH,LW,72,12,13,25,15,49,3,10,0,2,3,13,0,0,82,930,12:55,34,25,9,12
Luke Witkowski\witkolu01,26,TBL,D,34,0,4,4,-1,39,0.7,0,0,0,0,4,0,0,24,336,9:52,21,81,0,0
Miles Wood\woodmi01,21,NJD,LW,60,8,9,17,-21,86,0.9,6,2,0,0,7,2,0,105,771,12:51,26,68,1,1
Tyler Wotherspoon\wothety01,23,CGY,D,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,44,10:54,2,3,0,0
Nail Yakupov\yakupna01,23,STL,RW,40,3,6,9,-3,14,0.5,3,0,0,0,6,0,0,35,426,10:39,8,32,0,0
Keith Yandle\yandlke01,30,FLA,D,82,5,36,41,-6,39,6.9,3,2,0,0,19,16,1,178,1807,22:02,76,28,0,0
Pavel Zacha\zachapa01,19,NJD,C,70,8,16,24,-17,19,1.5,3,5,0,2,8,8,0,83,1002,14:18,24,54,183,271
Nikita Zadorov\zadorni01,21,COL,D,56,0,10,10,-20,73,0.8,0,0,0,0,8,2,0,61,1066,19:02,69,153,0,0
Nikita Zaitsev\zaitsni01,25,TOR,D,82,4,32,36,-22,38,3.6,3,1,0,0,20,11,1,106,1806,22:01,136,176,0,0
Travis Zajac\zajactr01,31,NJD,C,80,14,31,45,-8,33,4.2,7,6,1,1,24,6,1,126,1578,19:44,26,81,880,733
Michael Zalewski\zalewmi01,24,VAN,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,8,8:03,1,0,0,0
Henrik Zetterberg\zettehe01,36,DET,LW,82,17,51,68,15,22,7.6,15,2,0,0,40,11,0,195,1617,19:43,30,58,705,657
Mika Zibanejad\zibanmi01,23,NYR,C,56,14,23,37,9,16,4.2,10,4,0,2,16,7,0,119,956,17:04,27,23,494,456
Harry Zolnierczyk\zolniha01,29,NSH,LW,24,2,2,4,-2,10,0.2,2,0,0,0,2,0,0,19,213,8:52,11,25,8,11
Mats Zuccarello\zuccama01,29,NYR,RW,80,15,44,59,15,26,6,10,5,0,3,35,9,0,189,1506,18:50,52,85,6,7
Jason Zucker\zuckeja01,25,MIN,LW,79,22,25,47,34,30,6.7,21,1,0,3,25,0,0,172,1208,15:17,42,73,1,4
Valentin Zykov\zykovva01,21,CAR,LW,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,13,6:15,0,0,0,0
